name,url,category,description
Strumpell–Lorrain disease,https://en.wikipedia.org/wiki/Strumpell%E2%80%93Lorrain_disease,S,"Hereditary spastic paraplegia (HSP) is a group of inherited diseases whose main feature is a progressive gait disorder. The disease presents with progressive stiffness (spasticity)  and contraction in the lower limbs.[1] HSP is also known as hereditary spastic paraparesis, familial spastic paraplegia, French settlement disease, Strumpell disease, or Strumpell-Lorrain disease.  The symptoms are a result of dysfunction of  long axons in the spinal cord. The affected cells are the primary motor neurons; therefore, the disease is an upper motor neuron disease.[2] HSP is not a form of cerebral palsy even though it physically may appear and behave much the same as spastic diplegia. The origin of HSP  is different from cerebral palsy. Despite this, some of the same anti-spasticity medications used in spastic cerebral palsy are sometimes used to  treat HSP symptoms.
"
"Stomach cancer, familial","https://en.wikipedia.org/wiki/Stomach_cancer,_familial",S,"

"
Still's disease,https://en.wikipedia.org/wiki/Adult-onset_Still%27s_disease,S,"Adult-onset Still's disease (AOSD) is a form of Still's disease, a rare systemic autoinflammatory disease characterized by the classic triad of fevers, joint pain, and a distinctive salmon-colored bumpy rash. The disease is considered a diagnosis of exclusion.[1] Levels of the iron-binding protein ferritin may be extremely elevated with this disorder. AOSD may present in a similar manner to other inflammatory diseases and to autoimmune diseases, which must be ruled out before making the diagnosis.
"
Stiff skin syndrome,https://en.wikipedia.org/wiki/Stiff_skin_syndrome,S,"Stiff skin syndrome (also known as ""Congenital fascial dystrophy""[1]) is a cutaneous condition characterized by ‘rock hard’ induration, thickening of the skin and subcutaneous tissues, limited joint mobility, and mild hypertrichosis in infancy or early childhood. Immunologic abnormalities or vascular hyperactivity are not present in patients.[1]
"
"Stickler syndrome, type 3","https://en.wikipedia.org/wiki/Stickler_syndrome,_type_3",S,"Stickler syndrome (hereditary progressive arthro-ophthalmodystrophy) is a group of rare genetic disorders affecting connective tissue, specifically collagen.[1] Stickler syndrome is a subtype of collagenopathy, types II and XI. Stickler syndrome is characterized by distinctive facial abnormalities, ocular problems, hearing loss, and joint and skeletal problems. It was first studied and characterized by Gunnar B. Stickler in 1965.[1]
"
"Stickler syndrome, type 2","https://en.wikipedia.org/wiki/Stickler_syndrome,_type_2",S,"Stickler syndrome (hereditary progressive arthro-ophthalmodystrophy) is a group of rare genetic disorders affecting connective tissue, specifically collagen.[1] Stickler syndrome is a subtype of collagenopathy, types II and XI. Stickler syndrome is characterized by distinctive facial abnormalities, ocular problems, hearing loss, and joint and skeletal problems. It was first studied and characterized by Gunnar B. Stickler in 1965.[1]
"
"Stickler syndrome, type 1","https://en.wikipedia.org/wiki/Stickler_syndrome,_type_1",S,"Stickler syndrome (hereditary progressive arthro-ophthalmodystrophy) is a group of rare genetic disorders affecting connective tissue, specifically collagen.[1] Stickler syndrome is a subtype of collagenopathy, types II and XI. Stickler syndrome is characterized by distinctive facial abnormalities, ocular problems, hearing loss, and joint and skeletal problems. It was first studied and characterized by Gunnar B. Stickler in 1965.[1]
"
Stickler syndrome,https://en.wikipedia.org/wiki/Stickler_syndrome,S,"Stickler syndrome (hereditary progressive arthro-ophthalmodystrophy) is a group of rare genetic disorders affecting connective tissue, specifically collagen.[1] Stickler syndrome is a subtype of collagenopathy, types II and XI. Stickler syndrome is characterized by distinctive facial abnormalities, ocular problems, hearing loss, and joint and skeletal problems. It was first studied and characterized by Gunnar B. Stickler in 1965.[1]
"
Steroid dehydrogenase deficiency dental anomalies,https://en.wikipedia.org/wiki/Steroid_dehydrogenase_deficiency_dental_anomalies,S,"Lyngstadaas syndrome, also known as severe dental aberrations in familial steroid dehydrogenase deficiency,[1] is a rare autosomal recessive liver disease involving an enzyme (steroid dehydrogenase) deficiency and dental anomalies.[2][3] The disease is named after the Norwegian professor Ståle Petter Lyngstadaas.
"
Sternal cleft,https://en.wikipedia.org/wiki/Sternal_cleft,S,"Sternal clefts are rare congenital malformations that result from defective embryologic fusion of paired mesodermal bands in the ventral midline.[2] They may be associated with other midline defects (as in pentalogy of Cantrell). It may also occur in isolation.[3] Sternal cleft is treated by surgery in early life to avoid fixation leading to immobility.
"
Stevens–Johnson syndrome,https://en.wikipedia.org/wiki/Stevens%E2%80%93Johnson_syndrome,S,"
"
Sterility due to immotile flagella,https://en.wikipedia.org/wiki/Sterility_due_to_immotile_flagella,S,"Primary ciliary dyskinesia (PCD) is a rare, autosomal recessive genetic ciliopathy, that causes defects in the action of cilia lining the upper and lower respiratory tract, sinuses, Eustachian tube, middle ear, fallopian tube, and flagella of sperm cells. The alternative name of ""immotile ciliary syndrome"" is no longer favored as the cilia do have movement, but are merely inefficient or unsynchronized. When accompanied by situs inversus the condition is known as Kartagener syndrome.[3]
"
Steatocystoma multiplex,https://en.wikipedia.org/wiki/Steatocystoma_multiplex,S,"Steatocystoma multiplex is a benign, autosomal dominant congenital condition resulting in multiple cysts on a person's body. Steatocystoma simplex is the solitary counterpart to steatocystoma multiplex.[2]
"
Staphylococcal scalded skin syndrome,https://en.wikipedia.org/wiki/Staphylococcal_scalded_skin_syndrome,S,"Staphylococcal scalded skin syndrome (SSSS) is a dermatological condition caused by Staphylococcus aureus.
"
Stargardt disease,https://en.wikipedia.org/wiki/Stargardt_disease,S,"Stargardt disease  is the most common inherited single-gene retinal disease.[1] In terms of the first description of the disease,[2] it follows an autosomal recessive inheritance pattern, which has been later linked to bi-allelic ABCA4 gene variants (STGD1). 
However, there are Stargardt-like diseases with mimicking phenotypes that are referred to as STGD3 and STGD4, and have a autosomal dominant inheritance due to defects with ELOVL4 or PROM1 genes, respectively. It is characterized by macular degeneration that begins in childhood, adolescence or adulthood, resulting in progressive loss of vision.[3]
"
Staphylococcus epidermidis,https://en.wikipedia.org/wiki/Staphylococcus_epidermidis,S,"

"
Staphylococcus aureus,https://en.wikipedia.org/wiki/Staphylococcus_aureus,S,"


"
St. Anthony's fire,https://en.wikipedia.org/wiki/St._Anthony%27s_fire_(disambiguation),S,"St. Anthony's fire (also known historically as Ignis Sacer and Holy Fire) may refer to:
"
SSPE (subacute sclerosing panencephalitis),https://en.wikipedia.org/wiki/SSPE_(subacute_sclerosing_panencephalitis),S,"Subacute sclerosing panencephalitis (SSPE), also known as Dawson disease, is a rare form of progressive brain inflammation caused by a persistent infection with the measles virus. The condition primarily affects children, teens, and young adults. It has been estimated that about 2 in 10,000 people who get measles will eventually develop SSPE.[1] However, a 2016 study estimated that the rate for unvaccinated infants under 15 months was as high as 1 in 609.[2][3] No cure for SSPE exists, and the condition is almost always fatal. SSPE should not be confused with acute disseminated encephalomyelitis, which can also be caused by the measles virus, but has a very different timing and course.[4]
"
SSADH (succinic semialdehyde dehydrogenase deficiency),https://en.wikipedia.org/wiki/SSADH_(succinic_semialdehyde_dehydrogenase_deficiency),S,"Succinic semialdehyde dehydrogenase deficiency (SSADHD) is a rare autosomal recessive disorder[1] of the degradation pathway of the inhibitory neurotransmitter γ-aminobutyric acid, or GABA.  The disorder has been identified in approximately 350 families, with a significant proportion being consanguineous families.[2]  The first case was identified in 1981 and published in a Dutch clinical chemistry journal that highlighted a number of neurological conditions such as delayed intellectual, motor, speech, and language as the most common manifestations. Later cases reported in the early 1990s began to show that hypotonia, hyporeflexia, seizures, and a nonprogressive ataxia were frequent clinical features as well.[3]
"
Stalker chitayat syndrome,https://en.wikipedia.org/wiki/Stalker_chitayat_syndrome,S,"Intestinal malrotation is a congenital anomaly of rotation of the midgut. It occurs during the first trimester as the fetal gut undergoes a complex series of growth and development. Malrotation can lead to a dangerous complication called volvulus, in which cases emergency surgery is indicated.[1] Malrotation can refer to a spectrum of abnormal intestinal positioning, often including:[citation needed]
"
Sprengel deformity,https://en.wikipedia.org/wiki/Sprengel_deformity,S,"Sprengel's deformity (also known as high scapula, scapular hypoplasia, or congenital high scapula) is a rare congenital skeletal abnormality where a person has one shoulder blade that sits higher on the back than the other. The deformity is due to a failure in early fetal development where the shoulder fails to descend properly from the neck to its final position. Majority of the cases are sporadic with very few having autosomal dominant inheritance.[1]
"
Staphylococcal infection,https://en.wikipedia.org/wiki/Staphylococcal_infection,S,"A staphylococcal infection or staph infection is an infection caused by members of the Staphylococcus genus of bacteria.
"
Spotted fever,https://en.wikipedia.org/wiki/Spotted_fever,S,"A spotted fever is a type of tick-borne disease which presents on the skin.[1] They are all caused by bacteria of the genus Rickettsia. Typhus is a group of similar diseases also caused by Rickettsia bacteria, but spotted fevers and typhus are different clinical entities. Transmission process: When the tick latches on, it needs to be removed under 2 hours. If not noticed or unremoved it takes only 10 hours for the tick to transmit the (disease) to the human.[citation needed]
"
